Latitude,Longitude
35.211037, -97.438866
35.222366,-97.45298
35.261436,-97.47378
35.26264,-97.47451
35.26264,-97.47452
35.265636,-97.47737
35.340107,-97.49224
35.41994,-97.48859
35.458927,-97.532814
35.46053,-97.63156
35.47257,-97.733025
35.50106,-97.83077
35.501316,-97.94165
35.52991,-98.05189
35.530773,-98.16442
35.53605,-98.273796
35.529335,-98.38426
35.529556,-98.50059
35.536488,-98.61419
 35.52057,-98.72248
35.520123,-98.835945
35.502594,-98.94335
35.48013,-99.05
35.455364,-99.15439
35.421776,-99.25842
35.4?18236,-99.37201
35.386204,-99.46552
35.35438,-99.56418
35. 281994,-99.62334
35.264923,-99.64069
35.264828,-99.64063
35.264828,-99.64063
35.265366,-99.641 396
35.265354,-99.641365
35.261745,-99.70875
35.22985,-99.81576
35.22901,-99.93259
35.226913,-100.04783
35.226994,-100.16126
35.227936,-100.273575
35.227097,-100.38638
35.227123,-100.501236
35.227234,-100.616295
35.21526,-100.72818
35.18048,-100.82745
35.183147,-100.94029
35.19?1074,-101.05415
35.20764,-101.16036
35.20778,-101.27551
35.21894,-101.38?77
35.221462,-101.50236
35.210842,-101.61481
35.192883,-101.72446
35.192505,-101.83214
35.18705,-101.93409
35.19103,-102.0468
35.20729,-102.16088
35.215508,-102.27381
35.236897,-102.38758
35.25755,-102.4985
35.272945,-102.61296
35.268818,-102.72919
35.23683,-102.838425
35.199734,-102.94564
35.18343,-103.05836
35.152092,-103.16747
35.115257,-103.27495
35.124714,-103.38775
35.17315,-103.485535
35.172768,-103.597244
35.157658,-103.70217
35.159042,-103.70167
35.1594,-103.70179
35.147926,-103.79331
35.11999,-103.900314
35.10943,-104.01425
35.07985,-104.12585
35.068653,-104.24071
35.050274,-104.35422
35.01251,-104.46095
34.98116,-104.57047
34.946884,-104.677124
34.968815,-104.78602
34.971947,-104.9009
34.978043,-105.0195
34.983997,-105.13808
34.989727,-105.254524
34  .995?377,-105.37156
35.003674,-105.48722
35.004974,-105.60317
35.007736,-105.715706
35.00534,-105.83373
35.00497,-105.95072
35.01412,-106.06854
35.057503,-106.17382
35.09917,-106.279816
35.090717,-106.375015
35.063335,-106.47117
35.098923,-106.5718
35.10553,-106.68067
35.07083,-106.776596
35.045906,-106.8863
35.02006, -106.99906
34.98517,-107.10871
34.991684,-107.22471
35.01878,-107.32942
35.02692,-107.424614
35.038475,-107.48917
35.054356,-107.51964
35.075836,-107.61857
35.06721,-107.73006
35.12122,-107.82515
35.186462,-107.90316
35.26172,-107.975784
35.34959,-108.01797
35.38251,-108.12621
35.399746,-108.23943
3?5.43515,-108.33768
35.48043,-108.43657
35.51404,-108.548515
35.529408,-108.663994
35.524555,-108.774
35.50563,-108.8337
35.497463,-108.853386
35.451485,-108.95172
35.37906,-109.02424
35.312267,-109.10332
35.28295,-109.21075
35.237488,-109.30385
35.19684,-109.406654
35.150784,-109.50751
35.105118,-109.6093
35.080444,-109.72176
35.068146,-109.7799
35.069187,-109.79315
35.01385,-109.80117
34.954987,-109.78798
34.906696,-109.78607
34.86387,-109.791916
34.86426,-109.79055
34.864555,-109.788216
34.865463,-109.7886
34.865383,-109.79059
34.86386,-109.791916
34.86384,-109.7919
34.863865,-109.79192
34.864246,-109.79217
34.91357,-109.78531
34.961876,-109.79239
34.97666,-109.7?93625
35.035652,-109.80047
35.082973,-109.79599
35.05457,-109.79178
35.0032,-109.888664
34.990112,-110.00253
34.957638,-110.109436
34.906662,-110.18439
34.934166,-110.27489
34.96058,-110.37771
34.97238,-110.49292
35.002277,-110.604546
35.03955,-110.70563
35.062527,-110.81819
35.094273,-110.92995
35.104668,-110.99273
35.104343,-110.993546
35.104343,-110.993546
35.104343,-110.993546
35.104343,-110.993546
35.104343,-110.993546
35.104343,-110.993546
35.104343,-110.993546
35.10435,-110.99352
35.11046,-111.03123
35.120113,-111.148506
35.156322,-111.25748
35.185356 ,-111.36597
35.20228,-111.479034
35.218845,-111.567505
35.173252,-111.64842
35.198456,-111.74428
35.244923,-111.84041
35.252636,-111.952156
35.264534,-112.062195
35.264168,-112.175354
35.222134,-112.2726
35.21601,-112.386925
35.220924,-112.50261
35.23391,-112.619255
35.265907,-112.72451
35.297054,-112.8323
35.321728,-112.93988
35.292442,-113.043144
35.269684,-113.146935
35.22194,-113.24443
35.191174,-113.34419
35.185463,-113.45379
35.15884,-113.55959
35.161694,-113.6727
35.17436,-113.7846
35.19728,-113.89282
35.1?99104,-113.90408
35.20313,-113.93608
35.217224,-114.017426
35.202682,-114.08512
35.255993,-114.15707
35.32717,-114.20873
35.398876,-114.2606
35.471317,-114.3119
35.544163,-114.36227
35.61536,-114.41524
35.686275,-114.468666
35.76157,-114.50767
35.83039,-114.56158
35.892445,-114.623856
35.96399,-114.66869
36.014523,-114.74556
35.96934,-114.79574
35.937847,-114.87043
35.996952,-114.93764
36.03291,-115.02199
36.023804,-115.117256
36.06805,-115.18027
36.069122,-115.18126
36.03248,-115.20836
36.020348,-115.27882
36.029797,-115.331024
36.014374,-115.42356
36.015987,-115.502815
36.006207,-115.6049
36.036285,-115.70814
36.092716,-115.80056
36.14693,-115.8897
36.188156,-115.96205
36.208908,-115.98398
36.233288,-115.99882
36.263866,-116.03778
36.265484,-116.106544
36.289112,-116.17352
36.32116,-116.24357
36.349705,-116.31669
36.31396,-116.39126
36.303677,-116.46438
36.318867,-116.54943
36.34958,-116.63015
36.366634,-116.703125
36.40373,-116.77915
36.451443,-116.84898
36.394463,-116.84782
36.306374,-116.816284
36.285137,-116.80394
36.270576,-116.78756
36.230118,-116.767105
36.230083,-116.76711
36.230637,-116.77202
36.230732,-116.77303
36.23175,-116.77343
36.231503,-116.773254
36.23007,-116.76706
36.230053,-116.76716
36.230076,-116.767166
36.230114,-116.767166
36.230053,-116.76722
36.230103,-116.767075
36.230038,-116.76714
36.230152,-116.76719
36.230076,-116.767105
36.23015,-116.76728
36.23003,-116.76716
36.230007,-116.767204
36.23012,-116.767136
36.229927,-116.76703
36.230083,-116.76718
36.23014,-116.76705
36.23015,-116.7672
36.230045,-116.76716
36.230095,-116.76715
36.230175,-116.76715
36.230106,-116.76715
36.23009,-116.76707
36.230083,-116.76708
36.23004,-116.76715
36.230034, -116.76?723
36.23019,-116.76709
36.22995,-116.767204
36.23004,-116.76715
36.23007,-116.767204
36.230103,-116.76715
36.230003,-116.76722
36.229984,-116.7672
36.230034,-116.76717
36.230038,-116.76723
36.230007,-116.76717
36.230083,-116.76712
36.23006,-116.76707
36.230133,-116.76711
36.22993,-116.76698
36.230072,-116.767075
36.23016,-116.76717
36.230103,-116.7672
36.22998,-116.76705
36.2301,-116.76716
36.230087,-116.76709
36.230103,-116.76717
36.230103,-116.76713
36.230083,-116.767166
36.230114,-116.76709
36.23011,-116.76711
36.230022,-116.76738
36.23015,-116.76695
36.230053,-116.76722
36.22998,-116.7672
36.23002,-116.76717
36.23006,-116.767235
36.230034,-116.76725
36.230057,-116.76722
36.230007,-116.76721
36.230045,-116.76721
36.229942,-116.7672
36.23008,-116.767204
36.23003,-116.76703
36.230167,-116.7673
36.23006,-116.76718
36.230133,-116.76721
36.230007,-116.76709
36.230038,-116.76723
36.23012,-116.76729
36.22998,-116.76701
36.229935,-116.76708
36.23001,-116.76714
36.230053,-116.76708
36.22995,-116.767105
36.230263,-116.76726
36.230125,-116.76729
36.22984,-116.76691
36.229797,-116.76701
36.25306,-116.77418
36.278088,-116.79948
36.297565,-116.81334
36.29563,-116.81626
36.28585,-116.82615
36.28591,-116.826065
36.28578,-116.82608
36.285908,-116.826225
36.28589,-116.82611
36.285812,-116.82614
36.285824,-116.82618
36.28586,-116.826256
36.291344,-116.822105
36.333366,-116.811485
36.35959,-116.79857
36.361412,-116.802505
36.361412,-116.802505
36.361412,-116.802505
36.367325,-116.80879
36.3838,-116.82697
36.400963,-116.84682
36.45126,-116.84924
36.413155,-116.80068
36.37927,-116.738365
36.37464,-116.67706
36.343292,-116.60767
36.308952,-116.52764
36.304104,-116.43964
36.26695,-116.434654
36.209507,-116.38549
36.15767,-116.32083
36.080593 ,-116.29445
36.00465,-116.28386
35.94126,-116.26947
35.8738,-116.27997
35.812424,-116.33258
35.75028,-116.3161
35.674477,-116.29933
35.6115,-116.25705
35.55425,-116.19063
35.47801,-116.16663
35.406193,-116.12964
35.340645,-116.08297
35.278362,-116.067566
35.277092,-116.05746
35.277435,-116.05724
35.277443,-116.057205
35.27704,-116.05753
35.27701,-116.05759
35.27701,-116.05759
35.27701,-116.05759
35.27701,-116.05759
35.29535,-116.02766
35.350315,-115.94026
35.389656,-115.84117
35.422226,-115.7356
35.43792,-115.67127
35.42799,-115.6604
35.374046,-115.60065
35.31559,-115.55215
35.25396,-115.51247
35.19076,-115.503105
35.116493,-115.54092
35.053482,-115.60053
35.009098,-115.65334
34.936665,-115.64606
34.86496,-115.63891
34.79227,-115.61016
34.7336,-115.668236
34.658787,-115.67574
34.581535,-115.64514
34.559036,-115.70689
34.530083,-115.74425
34.44205,-115.73169
34.35994,-115.69054
34.271507,-115.7149
34.182064,-115.72946
34.1655,-115.82143
34.1656,-115.91677
34.136475,-115.972946
34.11851,-116.03669
34.066654,-116.024345
34.01473,-116.03119
33.99835,-116.05989
33.99216,-116.06833
34.00543,-116.08277
33.99217,-116.07474
34.0197,-116.02048
33.977848,-116.007355
33.935196,-115.963715
33.92511,-115.92798
33.925488,-115.91432
33.908733,-115.85745
33.90174,-115.83484
33.902016,-115.83491
33.87425,-115.80753
33.82953,-115.75937
33.801086,-115.78137
33.78511,-115.79542
33.754406,-115.82157
33.754406,-115.82158
33.75442,-115.82156
33.75442,-115.82156
33.75442,-115.82156
33.726696,-115.8214
33.68641,-115.80227
33.68141,-115.80185
33.68141,-115.80185
33.68141,-115.80185
33.68141,-115.80185
33.66317,-115.802185
33.662468,-115.70518 
33?.672157,-115.59767
33.692783,-115.49539
33.710464,-115.38419
33.693287,-115.280914
33.66474,-115.18451
33.632217,-115.077126
33.60583,-114.96963
33.60911,-114.856544
33.608963,-114.74493
33.6065,-114.63103
33.602665,-114.52134
33.629536,-114.414925
33.65019,-114.30695
33.657475,-114.24076
33.657436,-114.24099
33.65751,-114.24075
33.666622,-114.18872
33.678802,-114.07494
33.65608,-113.96581
33.642235,-113.85104
33.626167,-113.73683
33.609264,-113.623024
33.59238,-113.510124
33.575394,-113.39722
33.558296,-113.28439
33.54104,-113.171616
33.519,-113.06179
33.499966,-112.94969
33.47535,-112.83888
33.451378,-112.732155
33.427357,-112.6244
33.452137,-112.53289
33.46139,-112.43399
33.457626,-112.32885
33.462376,-112.22357
33.461784,-112.1184
33.44052,-112.037544
33.394547,-111.967735
33.305595,-111.97232
33.22863,-111.92768
33.153183,-111.869385
33.07286,-111.80757
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041565,-111.785065
33.041626,-111.785095
33.041584,-111.785065
33.041573,-111.78507
33.041576,-111.78505
33.04157,-111.78506
33.041603,-111.785034
33.041637,-111.78514
33.04135,-111.78514
33.04152,-111.78504
33.04158,-111.78502
33.041584,-111.784996
33.0416,-111.78501
33.04153,-111.785
33.04159,-111.78505
33.04156,-111.78506
33.04157,-111.78501
33.04157,-111.78504
33.041534,-111.78503
33.041542,-111.78502
33.041527,-111.78499
33.041508,-111.78505
33.04152,-111.78504
33.041573,-111.785
33.041546,-111.78503
33.041546,-111.78503
33.041584,-111.78507
33.04147,-111.785
33.041534,-111.78504
33.041588,-111.78501
33.041584,-111.785065
33.041534 ,-111.78501
33.041603,-111.785
33.041615,-111.785034
33.041515,-111.78503
33.0416,-111.78509
33.041447,-111.78504
33.041584,-111.78507
33.041576,-111.7851
33.041496,-111.784996
33.04157,-111.78506
33.0416,-111.785
33.0416,-111.785034
33.04156,-111.78508
33.041584,-111.785034
33.04157,-111.78504
33.041996,-111.78496
33.041584,-111.78506
33.00783,-111.757
32.929577,-111.69405
32.8387,-111.686325
32.773582,-111.61383
32.732372,-111.54987
32.732304,-111.54982
32.732388,-111.54981
32.720474,-111.508286
32.66496,-111.41787
32.595615,-111.34184
32.51719,-111.27617
32.449245,-111.19842
32.385483,-111.11496
32.319378,-111.04902
32.25206,-110.994385
32.181313,-110.951904
32.134712,-110.8889
32.139374,-110.84116
32.16289,-110.82402
32.164925,-110.77272
32.179935,-110.736595
32.18721,-110.7302
32.187477,-110.7302
32.18773,-110.72994
32.18743,-110.73022
32.187126,-110.73113
32.187107,-110.73118
32.18988,-110.731415
32.19237,-110.7317
32.20163,-110.72346
32.191612,-110.70754
32.17232,-110.72005
32.180035,-110.735954
32.135223,-110.734245
32.105015,-110.77279
32.070984,-110.772835
32.018173,-110.70728
31.992426,-110.60544
31.971985,-110.49282
31.962994,-110.38679
31.968458,-110.27919
31.993864,-110.172485
32.04461,-110.09061
32.119095,-110.01746
32.18527,-109.?934395
32.25346,-109.85383
32.324265,-109.77569
32.359722,-109.672485
32.340847,-109.565895
32.317238,-109.45715
32.295387,-109.3461
32.26584,-109.23682
32.24504,-109.12553
32.22377,-109.01475
32.26137,-108.912704
32.31627,-108.81733
32.35501,-108.73802
32.353775,-108.73596
32.353848,-108.735565
32.34714,-108.72578
32.320934,-108.62244
32.266502,-108.53031
32.210472,-108.43708
32.18676,-108.33596
32.207863,-108.22487
32.22548,-108.11198
32.24058,-107.99857
32.2549,-107.88509
32.268852,-107.77167
32.28342,-107.66925
32.277103,-107.55603
32.243874,-107.44737
32.243378,-107.33558
32.24106,-107.22082
32.251205,-107.10633
32.263855,-106.99192
32.28069,-106.887726
32.286903,-106.78527
32.291393,-106.74
32.358715,-106.756805
32.399723,-106.67243
32.431053,-106.5814
32.437847,-106.488846
32.483917,-106.40222
32.561283,-106.34154
32.638638,-106.28073
32.71591,-106.21985
32.774055,-106.17681
32.790497,-106.19504
32.816895,-106.26296
32.81692,-106.26299
32.817135,-106.262665
32.816875,-106.26298
32.823532,-106.271736
32.82357,-106.271736
32.819115,-106.270836
32.799168,-106.25177
32.788635,-106.19119
32.779366,-106.17226
32.77936,-106.17226
32.803436,-106.12345
32.84268,-106.04002
32.87097,-105.97001
32.91982,-105.97005
32.982307,-105.98336
33.057335,-106.01388
33.104816,-106.04153
33.182926,-106.05248
33.262142,-106.065605
33.340942,-106.08289
33.420807,-106.06781
33.49992,-106.04835
33.564453,-105.991
33.615314,-105.91569
33.647533,-105.86943
33.64684,-105.8709
33.678143,-105.913925
33.738663,-105.972084
33.74858, -106.062386
33.774708,-106.14878
33.80759,-106.22465
33.852722,-106.29814
33.889004,-106.3761
33.87786,-106.47024
33.87974,-106.56519
33.884068,-106.660164
33.892216,-106.754234
33.917713,-106.84218
33.959152,-106.88672
34.0506,-106.88741
34.14095,-106.91208
34.231724,-106.91673
34.319607,-106.883896
34.40593,-106.848015
34.493294,-106.81272
34.585278,-106.790375
34.679703,-106.79494
34.775272,-106.77765
34.864567,-106.73781
34.948185,-106.694786
35.01768,-106.63901
35.098778,-106.63155
35.084217,-106.53556
35.06465,-106.43225
35.086555,-106.37923
35.10204,-106.2892
35.06172,-106.186165
35.018745,-106.08286
35.011284,-106.04373
35.010887,-106.04384
35.010998,-106.04371
35.01096,-106.04379
35.010933,-106.043816
35.01096,-106.04382
35.01094,-106.04377
35.01096,-106.04378
35.010933,-106.04378
35.004818,-106.015854
35.00609,-105.899414
35.004673,-105.78624
35.008766,-105.67328
35.00192,-105.55645
34.99847,-105.44078
34.99283,-105.32336
34.987095,-105.206085
34.98133,-105.08857
34.97534,-104.971245
34.96946,-104.85658
34.96297,-104.739525
34.95122,-104.63201
34.99971,-104.530914
35.02654,-104.42007
35.05913,-104.311066
35.067062,-104.194984
35.090546,-104.08166
35.12066,-103.97067
35.122864,-103.857
35.153194,-103.75005
35.172287,-103.63932
35.173195,-103.52147
35.136402,-103.41746
35.112343,-103.306694
35.141876,-103.19605
35.177612,-103.08658
35.19005,-102.97201
35.227528,-102.86345
35.260284,-102.75368
35.272007,-102.63823
35.26207,-102.521935
35.237892,-102.410286
35.219276,-102.2952
35.20893,-102.17863
35.1912,-102.06381
35.187267,-101.95046
35.19488,-101.85189
35.192646,-101.75671
35.20688,-101.65465
35.220783,-101.549095
35.221508,-101.43015
35.218758,-101.38193
35.218758,-101.38195
35.218758,-101.381905
35.20756,-101.30746
35.20742,-101.188484
35.195103,-101.077545
35.18296,-100.96053
35.180588,-100.84333
35.215202,-100.73993
35.228306,-100.62566
35.22682,-100.50602
35.226845,-100.38822
35.228214,-100.27021
35.226704,-100.15347
35.226658,-100.035866
35.226524,-99.91888
35.229805,-99.79967
35.26199,-99.69169
35.311752,-99.6138
35.375786,-99.52984
35.38561,-99.414635
35.421497,-99.316475
35.431335,-99.20518
35.48004,-99.10765
35.495213,-98.99589
35.516083,-98.886284
35.522167,-98.77151
35.53626,-98.66009
35.533955,-98.54406
35.529255,-98.42456
35.523224 ,-98.307785
35.529083,-98.19298
35.529682,-98.07501
35.50112,-97.94396
35.460094,-97.617805
35.456818,-97.50887
35.397976,-97.49521
35.320084,-97.49012
35.262207,-97.474625
35.260?788,-97.47337
